date	county	state	fips	cases	deaths
6/8/2020	Brown	Ohio	39015	31	1
6/9/2020	Brown	Ohio	39015	32	1
6/10/2020	Brown	Ohio	39015	32	1
6/11/2020	Brown	Ohio	39015	36	1
6/12/2020	Brown	Ohio	39015	37	1
6/13/2020	Brown	Ohio	39015	38	1
6/14/2020	Brown	Ohio	39015	39	1
6/15/2020	Brown	Ohio	39015	38	1
6/16/2020	Brown	Ohio	39015	38	1
6/17/2020	Brown	Ohio	39015	39	1
6/18/2020	Brown	Ohio	39015	40	1
6/19/2020	Brown	Ohio	39015	41	1
6/20/2020	Brown	Ohio	39015	43	1
6/21/2020	Brown	Ohio	39015	43	1
6/22/2020	Brown	Ohio	39015	45	1
6/23/2020	Brown	Ohio	39015	45	1
6/24/2020	Brown	Ohio	39015	47	1
6/25/2020	Brown	Ohio	39015	50	1
6/26/2020	Brown	Ohio	39015	51	1
6/27/2020	Brown	Ohio	39015	52	1
6/28/2020	Brown	Ohio	39015	53	1
6/29/2020	Brown	Ohio	39015	53	1
6/30/2020	Brown	Ohio	39015	52	1
7/1/2020	Brown	Ohio	39015	53	1
7/2/2020	Brown	Ohio	39015	53	1
7/3/2020	Brown	Ohio	39015	54	1
7/4/2020	Brown	Ohio	39015	56	1
7/5/2020	Brown	Ohio	39015	56	1
7/6/2020	Brown	Ohio	39015	57	1
7/7/2020	Brown	Ohio	39015	58	1
7/8/2020	Brown	Ohio	39015	59	1
3/14/2020	Butler	Ohio	39017	4	0
3/15/2020	Butler	Ohio	39017	6	0
3/16/2020	Butler	Ohio	39017	6	0
3/17/2020	Butler	Ohio	39017	6	0
3/18/2020	Butler	Ohio	39017	8	0
3/19/2020	Butler	Ohio	39017	8	0
3/20/2020	Butler	Ohio	39017	12	0
3/21/2020	Butler	Ohio	39017	16	0
3/22/2020	Butler	Ohio	39017	17	0
3/23/2020	Butler	Ohio	39017	17	0
3/24/2020	Butler	Ohio	39017	18	0
3/25/2020	Butler	Ohio	39017	18	0
3/26/2020	Butler	Ohio	39017	21	0
3/27/2020	Butler	Ohio	39017	23	0
3/28/2020	Butler	Ohio	39017	25	0
3/29/2020	Butler	Ohio	39017	27	0
3/30/2020	Butler	Ohio	39017	30	0
3/31/2020	Butler	Ohio	39017	36	0
4/1/2020	Butler	Ohio	39017	41	0
4/2/2020	Butler	Ohio	39017	45	0
4/3/2020	Butler	Ohio	39017	49	1
4/4/2020	Butler	Ohio	39017	59	1
4/5/2020	Butler	Ohio	39017	68	2
4/6/2020	Butler	Ohio	39017	75	2
4/7/2020	Butler	Ohio	39017	92	2
4/8/2020	Butler	Ohio	39017	102	2
4/9/2020	Butler	Ohio	39017	108	2
4/10/2020	Butler	Ohio	39017	112	2
4/11/2020	Butler	Ohio	39017	115	2
4/12/2020	Butler	Ohio	39017	117	2
4/13/2020	Butler	Ohio	39017	121	2
4/14/2020	Butler	Ohio	39017	127	2
4/15/2020	Butler	Ohio	39017	133	2
4/16/2020	Butler	Ohio	39017	148	2
4/17/2020	Butler	Ohio	39017	155	2
4/18/2020	Butler	Ohio	39017	164	2
4/19/2020	Butler	Ohio	39017	166	2
4/20/2020	Butler	Ohio	39017	180	2
4/21/2020	Butler	Ohio	39017	184	2
4/22/2020	Butler	Ohio	39017	192	4
4/23/2020	Butler	Ohio	39017	201	4
4/24/2020	Butler	Ohio	39017	208	4
4/25/2020	Butler	Ohio	39017	216	4
4/26/2020	Butler	Ohio	39017	225	4
4/27/2020	Butler	Ohio	39017	234	4
4/28/2020	Butler	Ohio	39017	254	5
4/29/2020	Butler	Ohio	39017	261	7
4/30/2020	Butler	Ohio	39017	281	7
5/1/2020	Butler	Ohio	39017	296	7
5/2/2020	Butler	Ohio	39017	318	7
5/3/2020	Butler	Ohio	39017	328	7
5/4/2020	Butler	Ohio	39017	334	7
5/5/2020	Butler	Ohio	39017	346	8
5/6/2020	Butler	Ohio	39017	361	10
5/7/2020	Butler	Ohio	39017	372	12
5/8/2020	Butler	Ohio	39017	404	12
5/9/2020	Butler	Ohio	39017	436	13
5/10/2020	Butler	Ohio	39017	452	13
5/11/2020	Butler	Ohio	39017	479	13
5/12/2020	Butler	Ohio	39017	496	14
5/13/2020	Butler	Ohio	39017	509	15
5/14/2020	Butler	Ohio	39017	542	16
5/15/2020	Butler	Ohio	39017	558	16
5/16/2020	Butler	Ohio	39017	578	16
5/17/2020	Butler	Ohio	39017	591	16
5/18/2020	Butler	Ohio	39017	610	16
5/19/2020	Butler	Ohio	39017	639	17
5/20/2020	Butler	Ohio	39017	671	19
5/21/2020	Butler	Ohio	39017	699	23
5/22/2020	Butler	Ohio	39017	734	23
5/23/2020	Butler	Ohio	39017	750	25
5/24/2020	Butler	Ohio	39017	776	25
5/25/2020	Butler	Ohio	39017	802	25
5/26/2020	Butler	Ohio	39017	817	25
5/27/2020	Butler	Ohio	39017	826	26
5/28/2020	Butler	Ohio	39017	847	28
5/29/2020	Butler	Ohio	39017	862	29
5/30/2020	Butler	Ohio	39017	874	29
5/31/2020	Butler	Ohio	39017	893	29
6/1/2020	Butler	Ohio	39017	909	31
6/2/2020	Butler	Ohio	39017	919	32
6/3/2020	Butler	Ohio	39017	933	33
6/4/2020	Butler	Ohio	39017	948	32
6/5/2020	Butler	Ohio	39017	975	32
6/6/2020	Butler	Ohio	39017	985	32
6/7/2020	Butler	Ohio	39017	999	32
6/8/2020	Butler	Ohio	39017	1013	32
6/9/2020	Butler	Ohio	39017	1034	32
6/10/2020	Butler	Ohio	39017	1045	32
6/11/2020	Butler	Ohio	39017	1048	33
6/12/2020	Butler	Ohio	39017	1065	33
6/13/2020	Butler	Ohio	39017	1080	33
6/14/2020	Butler	Ohio	39017	1090	34
6/15/2020	Butler	Ohio	39017	1103	34
6/16/2020	Butler	Ohio	39017	1120	35
6/17/2020	Butler	Ohio	39017	1129	35
6/18/2020	Butler	Ohio	39017	1153	36
6/19/2020	Butler	Ohio	39017	1166	37
6/20/2020	Butler	Ohio	39017	1194	39
6/21/2020	Butler	Ohio	39017	1201	39
6/22/2020	Butler	Ohio	39017	1223	39
6/23/2020	Butler	Ohio	39017	1248	39
6/24/2020	Butler	Ohio	39017	1269	40
6/25/2020	Butler	Ohio	39017	1301	41
6/26/2020	Butler	Ohio	39017	1322	43
6/27/2020	Butler	Ohio	39017	1350	44
6/28/2020	Butler	Ohio	39017	1371	44
6/29/2020	Butler	Ohio	39017	1388	44
6/30/2020	Butler	Ohio	39017	1405	44
7/1/2020	Butler	Ohio	39017	1448	44
7/2/2020	Butler	Ohio	39017	1448	44
7/3/2020	Butler	Ohio	39017	1511	44
7/4/2020	Butler	Ohio	39017	1547	44
7/5/2020	Butler	Ohio	39017	1576	44
7/6/2020	Butler	Ohio	39017	1599	44
7/7/2020	Butler	Ohio	39017	1637	47
7/8/2020	Butler	Ohio	39017	1674	47
3/21/2020	Calhoun	Michigan	26025	1	0
3/22/2020	Calhoun	Michigan	26025	2	0
3/23/2020	Calhoun	Michigan	26025	3	0
3/24/2020	Calhoun	Michigan	26025	4	0
3/25/2020	Calhoun	Michigan	26025	6	0
3/26/2020	Calhoun	Michigan	26025	7	0
3/27/2020	Calhoun	Michigan	26025	9	0
3/28/2020	Calhoun	Michigan	26025	11	0
3/29/2020	Calhoun	Michigan	26025	15	0
3/30/2020	Calhoun	Michigan	26025	17	0
3/31/2020	Calhoun	Michigan	26025	17	0
4/1/2020	Calhoun	Michigan	26025	23	0
4/2/2020	Calhoun	Michigan	26025	25	0
4/3/2020	Calhoun	Michigan	26025	31	1
4/4/2020	Calhoun	Michigan	26025	34	1
4/5/2020	Calhoun	Michigan	26025	42	1
4/6/2020	Calhoun	Michigan	26025	41	1
4/7/2020	Calhoun	Michigan	26025	43	1
4/8/2020	Calhoun	Michigan	26025	51	1
4/9/2020	Calhoun	Michigan	26025	57	1
4/10/2020	Calhoun	Michigan	26025	65	1
4/11/2020	Calhoun	Michigan	26025	71	1
4/12/2020	Calhoun	Michigan	26025	74	1
4/13/2020	Calhoun	Michigan	26025	83	2
4/14/2020	Calhoun	Michigan	26025	90	3
4/15/2020	Calhoun	Michigan	26025	104	3
4/16/2020	Calhoun	Michigan	26025	119	4
4/17/2020	Calhoun	Michigan	26025	130	5
4/18/2020	Calhoun	Michigan	26025	136	5
4/19/2020	Calhoun	Michigan	26025	141	5
4/20/2020	Calhoun	Michigan	26025	148	5
4/21/2020	Calhoun	Michigan	26025	156	5
4/22/2020	Calhoun	Michigan	26025	168	5
4/23/2020	Calhoun	Michigan	26025	177	6
4/24/2020	Calhoun	Michigan	26025	190	10
4/25/2020	Calhoun	Michigan	26025	191	10
4/26/2020	Calhoun	Michigan	26025	202	10
4/27/2020	Calhoun	Michigan	26025	203	11
4/28/2020	Calhoun	Michigan	26025	210	11
4/29/2020	Calhoun	Michigan	26025	219	11
4/30/2020	Calhoun	Michigan	26025	228	13
5/1/2020	Calhoun	Michigan	26025	231	15
5/2/2020	Calhoun	Michigan	26025	235	15
5/3/2020	Calhoun	Michigan	26025	237	15
5/4/2020	Calhoun	Michigan	26025	244	16
5/5/2020	Calhoun	Michigan	26025	246	16
5/6/2020	Calhoun	Michigan	26025	250	17
5/7/2020	Calhoun	Michigan	26025	252	17
5/8/2020	Calhoun	Michigan	26025	254	17
5/9/2020	Calhoun	Michigan	26025	258	17
5/10/2020	Calhoun	Michigan	26025	260	17
5/11/2020	Calhoun	Michigan	26025	268	17
5/12/2020	Calhoun	Michigan	26025	275	17
5/13/2020	Calhoun	Michigan	26025	280	17
5/14/2020	Calhoun	Michigan	26025	286	18
5/15/2020	Calhoun	Michigan	26025	290	18
5/16/2020	Calhoun	Michigan	26025	295	18
5/17/2020	Calhoun	Michigan	26025	301	18
5/18/2020	Calhoun	Michigan	26025	304	18
5/19/2020	Calhoun	Michigan	26025	308	19
5/20/2020	Calhoun	Michigan	26025	320	19
5/21/2020	Calhoun	Michigan	26025	327	19
5/22/2020	Calhoun	Michigan	26025	334	20
5/23/2020	Calhoun	Michigan	26025	339	21
5/24/2020	Calhoun	Michigan	26025	341	21
5/25/2020	Calhoun	Michigan	26025	347	21
5/26/2020	Calhoun	Michigan	26025	349	21
5/27/2020	Calhoun	Michigan	26025	351	22
5/28/2020	Calhoun	Michigan	26025	357	22
5/29/2020	Calhoun	Michigan	26025	361	22
5/30/2020	Calhoun	Michigan	26025	365	22
5/31/2020	Calhoun	Michigan	26025	371	22
6/1/2020	Calhoun	Michigan	26025	372	22
6/2/2020	Calhoun	Michigan	26025	386	23
6/3/2020	Calhoun	Michigan	26025	392	23
6/4/2020	Calhoun	Michigan	26025	398	23
6/5/2020	Calhoun	Michigan	26025	454	25
6/6/2020	Calhoun	Michigan	26025	461	26
6/7/2020	Calhoun	Michigan	26025	462	26
6/8/2020	Calhoun	Michigan	26025	466	26
6/9/2020	Calhoun	Michigan	26025	470	26
6/10/2020	Calhoun	Michigan	26025	475	26
6/11/2020	Calhoun	Michigan	26025	477	26
6/12/2020	Calhoun	Michigan	26025	481	26
6/13/2020	Calhoun	Michigan	26025	484	27
6/14/2020	Calhoun	Michigan	26025	486	27
6/15/2020	Calhoun	Michigan	26025	487	27
6/16/2020	Calhoun	Michigan	26025	492	28
6/17/2020	Calhoun	Michigan	26025	495	28
6/18/2020	Calhoun	Michigan	26025	501	30
6/19/2020	Calhoun	Michigan	26025	503	30
6/20/2020	Calhoun	Michigan	26025	503	30
6/21/2020	Calhoun	Michigan	26025	504	31
6/22/2020	Calhoun	Michigan	26025	506	31
6/23/2020	Calhoun	Michigan	26025	507	31
6/24/2020	Calhoun	Michigan	26025	514	31
6/25/2020	Calhoun	Michigan	26025	517	32
6/26/2020	Calhoun	Michigan	26025	523	32
6/27/2020	Calhoun	Michigan	26025	523	32
6/28/2020	Calhoun	Michigan	26025	526	32
6/29/2020	Calhoun	Michigan	26025	532	33
6/30/2020	Calhoun	Michigan	26025	536	33
7/1/2020	Calhoun	Michigan	26025	539	33
7/2/2020	Calhoun	Michigan	26025	550	36
7/3/2020	Calhoun	Michigan	26025	557	36
7/4/2020	Calhoun	Michigan	26025	558	37
7/5/2020	Calhoun	Michigan	26025	559	37
7/6/2020	Calhoun	Michigan	26025	562	37
7/7/2020	Calhoun	Michigan	26025	576	38
7/8/2020	Calhoun	Michigan	26025	583	39
3/22/2020	Carroll	Ohio	39019	1	0
3/23/2020	Carroll	Ohio	39019	2	0
3/24/2020	Carroll	Ohio	39019	3	0
3/25/2020	Carroll	Ohio	39019	3	0
3/26/2020	Carroll	Ohio	39019	3	0
3/27/2020	Carroll	Ohio	39019	3	0
3/28/2020	Carroll	Ohio	39019	4	0
3/29/2020	Carroll	Ohio	39019	4	0
3/30/2020	Carroll	Ohio	39019	5	0
3/31/2020	Carroll	Ohio	39019	5	0
4/1/2020	Carroll	Ohio	39019	5	0
4/2/2020	Carroll	Ohio	39019	5	0
4/3/2020	Carroll	Ohio	39019	5	0
4/4/2020	Carroll	Ohio	39019	8	0
4/5/2020	Carroll	Ohio	39019	8	0
4/6/2020	Carroll	Ohio	39019	9	0
4/7/2020	Carroll	Ohio	39019	9	0
4/8/2020	Carroll	Ohio	39019	9	0
4/9/2020	Carroll	Ohio	39019	9	0
4/10/2020	Carroll	Ohio	39019	10	0
4/11/2020	Carroll	Ohio	39019	11	0
4/12/2020	Carroll	Ohio	39019	13	0
4/13/2020	Carroll	Ohio	39019	14	0
4/14/2020	Carroll	Ohio	39019	14	0
4/15/2020	Carroll	Ohio	39019	14	0
4/16/2020	Carroll	Ohio	39019	14	0
4/17/2020	Carroll	Ohio	39019	15	0
4/18/2020	Carroll	Ohio	39019	15	0
4/19/2020	Carroll	Ohio	39019	15	0
4/20/2020	Carroll	Ohio	39019	16	0
4/21/2020	Carroll	Ohio	39019	16	0
4/22/2020	Carroll	Ohio	39019	18	0
4/23/2020	Carroll	Ohio	39019	18	0
4/24/2020	Carroll	Ohio	39019	19	1
4/25/2020	Carroll	Ohio	39019	20	1
4/26/2020	Carroll	Ohio	39019	19	1
4/27/2020	Carroll	Ohio	39019	19	1
4/28/2020	Carroll	Ohio	39019	19	1
4/29/2020	Carroll	Ohio	39019	19	1
4/30/2020	Carroll	Ohio	39019	21	1
5/1/2020	Carroll	Ohio	39019	21	1
5/2/2020	Carroll	Ohio	39019	21	1
5/3/2020	Carroll	Ohio	39019	21	1
5/4/2020	Carroll	Ohio	39019	21	1
5/5/2020	Carroll	Ohio	39019	21	1
5/6/2020	Carroll	Ohio	39019	21	1
5/7/2020	Carroll	Ohio	39019	21	1
5/8/2020	Carroll	Ohio	39019	23	1
5/9/2020	Carroll	Ohio	39019	23	1
5/10/2020	Carroll	Ohio	39019	23	1
5/11/2020	Carroll	Ohio	39019	24	1
5/12/2020	Carroll	Ohio	39019	24	2
5/13/2020	Carroll	Ohio	39019	24	2
5/14/2020	Carroll	Ohio	39019	24	2
5/15/2020	Carroll	Ohio	39019	24	2
5/16/2020	Carroll	Ohio	39019	24	2
5/17/2020	Carroll	Ohio	39019	25	2
5/18/2020	Carroll	Ohio	39019	26	2
5/19/2020	Carroll	Ohio	39019	26	2
5/20/2020	Carroll	Ohio	39019	26	2
5/21/2020	Carroll	Ohio	39019	26	2
5/22/2020	Carroll	Ohio	39019	28	2
5/23/2020	Carroll	Ohio	39019	28	2
5/24/2020	Carroll	Ohio	39019	28	2
5/25/2020	Carroll	Ohio	39019	28	2
5/26/2020	Carroll	Ohio	39019	28	2
5/27/2020	Carroll	Ohio	39019	29	3
5/28/2020	Carroll	Ohio	39019	30	3
5/29/2020	Carroll	Ohio	39019	30	3
5/30/2020	Carroll	Ohio	39019	30	3
5/31/2020	Carroll	Ohio	39019	31	3
6/1/2020	Carroll	Ohio	39019	31	3
6/2/2020	Carroll	Ohio	39019	31	3
6/3/2020	Carroll	Ohio	39019	31	3
6/4/2020	Carroll	Ohio	39019	34	3
6/5/2020	Carroll	Ohio	39019	35	3
6/6/2020	Carroll	Ohio	39019	36	3
6/7/2020	Carroll	Ohio	39019	36	3
6/8/2020	Carroll	Ohio	39019	36	3
6/9/2020	Carroll	Ohio	39019	36	3
6/10/2020	Carroll	Ohio	39019	36	3
6/11/2020	Carroll	Ohio	39019	36	3
6/12/2020	Carroll	Ohio	39019	36	3
6/13/2020	Carroll	Ohio	39019	37	3
6/14/2020	Carroll	Ohio	39019	37	3
6/15/2020	Carroll	Ohio	39019	37	3
6/16/2020	Carroll	Ohio	39019	37	3
6/17/2020	Carroll	Ohio	39019	37	3
6/18/2020	Carroll	Ohio	39019	37	3
6/19/2020	Carroll	Ohio	39019	38	3
6/20/2020	Carroll	Ohio	39019	39	3
6/21/2020	Carroll	Ohio	39019	41	3
6/22/2020	Carroll	Ohio	39019	42	3
6/23/2020	Carroll	Ohio	39019	42	3
6/24/2020	Carroll	Ohio	39019	43	3
6/25/2020	Carroll	Ohio	39019	46	3
6/26/2020	Carroll	Ohio	39019	46	3
6/27/2020	Carroll	Ohio	39019	47	3
6/28/2020	Carroll	Ohio	39019	48	3
6/29/2020	Carroll	Ohio	39019	50	3
6/30/2020	Carroll	Ohio	39019	51	3
7/1/2020	Carroll	Ohio	39019	51	3
7/2/2020	Carroll	Ohio	39019	51	3
7/3/2020	Carroll	Ohio	39019	58	3
7/4/2020	Carroll	Ohio	39019	58	3
7/5/2020	Carroll	Ohio	39019	59	3
7/6/2020	Carroll	Ohio	39019	59	3
7/7/2020	Carroll	Ohio	39019	59	3
7/8/2020	Carroll	Ohio	39019	60	3
3/27/2020	Cass	Michigan	26027	1	0
3/28/2020	Cass	Michigan	26027	2	0
3/29/2020	Cass	Michigan	26027	4	0
3/30/2020	Cass	Michigan	26027	4	0
3/31/2020	Cass	Michigan	26027	4	1
4/1/2020	Cass	Michigan	26027	6	1
4/2/2020	Cass	Michigan	26027	6	1
4/3/2020	Cass	Michigan	26027	6	1
4/4/2020	Cass	Michigan	26027	6	1
4/5/2020	Cass	Michigan	26027	7	1
4/6/2020	Cass	Michigan	26027	7	1
4/7/2020	Cass	Michigan	26027	9	1
4/8/2020	Cass	Michigan	26027	9	1
4/9/2020	Cass	Michigan	26027	10	1
4/10/2020	Cass	Michigan	26027	12	1
4/11/2020	Cass	Michigan	26027	12	1
4/12/2020	Cass	Michigan	26027	12	1
4/13/2020	Cass	Michigan	26027	12	1
4/14/2020	Cass	Michigan	26027	13	1
4/15/2020	Cass	Michigan	26027	17	1
4/16/2020	Cass	Michigan	26027	19	1
4/17/2020	Cass	Michigan	26027	22	1
4/18/2020	Cass	Michigan	26027	22	1
4/19/2020	Cass	Michigan	26027	22	1
4/20/2020	Cass	Michigan	26027	22	1
4/21/2020	Cass	Michigan	26027	22	1
4/22/2020	Cass	Michigan	26027	23	1
4/23/2020	Cass	Michigan	26027	23	2
4/24/2020	Cass	Michigan	26027	25	2
4/25/2020	Cass	Michigan	26027	26	2
4/26/2020	Cass	Michigan	26027	26	2
4/27/2020	Cass	Michigan	26027	27	2
4/28/2020	Cass	Michigan	26027	27	2
4/29/2020	Cass	Michigan	26027	29	2
4/30/2020	Cass	Michigan	26027	31	2
5/1/2020	Cass	Michigan	26027	30	2
5/2/2020	Cass	Michigan	26027	33	2
5/3/2020	Cass	Michigan	26027	32	2
5/4/2020	Cass	Michigan	26027	33	2
5/5/2020	Cass	Michigan	26027	34	2
5/6/2020	Cass	Michigan	26027	35	2
5/7/2020	Cass	Michigan	26027	36	2
5/8/2020	Cass	Michigan	26027	39	2
5/9/2020	Cass	Michigan	26027	41	2
5/10/2020	Cass	Michigan	26027	41	2
5/11/2020	Cass	Michigan	26027	42	2
5/12/2020	Cass	Michigan	26027	43	2
5/13/2020	Cass	Michigan	26027	44	2
5/14/2020	Cass	Michigan	26027	46	2
5/15/2020	Cass	Michigan	26027	50	2
5/16/2020	Cass	Michigan	26027	53	2
5/17/2020	Cass	Michigan	26027	59	2
5/18/2020	Cass	Michigan	26027	60	2
5/19/2020	Cass	Michigan	26027	61	2
5/20/2020	Cass	Michigan	26027	66	2
5/21/2020	Cass	Michigan	26027	68	2
5/22/2020	Cass	Michigan	26027	73	2
5/23/2020	Cass	Michigan	26027	76	2
5/24/2020	Cass	Michigan	26027	77	2
5/25/2020	Cass	Michigan	26027	77	2
5/26/2020	Cass	Michigan	26027	78	2
5/27/2020	Cass	Michigan	26027	79	2
5/28/2020	Cass	Michigan	26027	80	2
5/29/2020	Cass	Michigan	26027	80	3
5/30/2020	Cass	Michigan	26027	82	3
5/31/2020	Cass	Michigan	26027	83	3
6/1/2020	Cass	Michigan	26027	82	3
6/2/2020	Cass	Michigan	26027	83	3
6/3/2020	Cass	Michigan	26027	84	3
6/4/2020	Cass	Michigan	26027	85	3
6/5/2020	Cass	Michigan	26027	101	3
6/6/2020	Cass	Michigan	26027	104	3
6/7/2020	Cass	Michigan	26027	106	3
6/8/2020	Cass	Michigan	26027	108	4
6/9/2020	Cass	Michigan	26027	108	4
6/10/2020	Cass	Michigan	26027	110	4
6/11/2020	Cass	Michigan	26027	112	4
6/12/2020	Cass	Michigan	26027	114	4
6/13/2020	Cass	Michigan	26027	114	4
6/14/2020	Cass	Michigan	26027	115	4
6/15/2020	Cass	Michigan	26027	115	4
6/16/2020	Cass	Michigan	26027	116	4
6/17/2020	Cass	Michigan	26027	118	4
6/18/2020	Cass	Michigan	26027	119	4
6/19/2020	Cass	Michigan	26027	119	4
6/20/2020	Cass	Michigan	26027	121	4
6/21/2020	Cass	Michigan	26027	122	4
6/22/2020	Cass	Michigan	26027	124	4
6/23/2020	Cass	Michigan	26027	126	4
6/24/2020	Cass	Michigan	26027	126	4
6/25/2020	Cass	Michigan	26027	131	4
6/26/2020	Cass	Michigan	26027	134	4
6/27/2020	Cass	Michigan	26027	134	4
6/28/2020	Cass	Michigan	26027	136	4
6/29/2020	Cass	Michigan	26027	139	5
6/30/2020	Cass	Michigan	26027	145	5
7/1/2020	Cass	Michigan	26027	149	5
7/2/2020	Cass	Michigan	26027	152	5
7/3/2020	Cass	Michigan	26027	156	5
7/4/2020	Cass	Michigan	26027	160	6
7/5/2020	Cass	Michigan	26027	164	6
7/6/2020	Cass	Michigan	26027	164	6
7/7/2020	Cass	Michigan	26027	172	6
7/8/2020	Cass	Michigan	26027	177	6
3/24/2020	Champaign	Ohio	39021	1	0
3/25/2020	Champaign	Ohio	39021	1	0
3/26/2020	Champaign	Ohio	39021	2	0
3/27/2020	Champaign	Ohio	39021	2	0
3/28/2020	Champaign	Ohio	39021	2	0
3/29/2020	Champaign	Ohio	39021	2	0
3/30/2020	Champaign	Ohio	39021	3	0
3/31/2020	Champaign	Ohio	39021	3	0
4/1/2020	Champaign	Ohio	39021	4	0
4/2/2020	Champaign	Ohio	39021	4	0
4/3/2020	Champaign	Ohio	39021	4	0
4/4/2020	Champaign	Ohio	39021	5	0
4/5/2020	Champaign	Ohio	39021	5	0
4/6/2020	Champaign	Ohio	39021	5	0
4/7/2020	Champaign	Ohio	39021	5	0
4/8/2020	Champaign	Ohio	39021	5	0
4/9/2020	Champaign	Ohio	39021	5	0
4/10/2020	Champaign	Ohio	39021	6	0
4/11/2020	Champaign	Ohio	39021	6	1
4/12/2020	Champaign	Ohio	39021	6	1
4/13/2020	Champaign	Ohio	39021	6	1
4/14/2020	Champaign	Ohio	39021	6	1
4/15/2020	Champaign	Ohio	39021	6	1
4/16/2020	Champaign	Ohio	39021	6	1
4/17/2020	Champaign	Ohio	39021	6	1
4/18/2020	Champaign	Ohio	39021	7	1
4/19/2020	Champaign	Ohio	39021	8	1
4/20/2020	Champaign	Ohio	39021	8	1
4/21/2020	Champaign	Ohio	39021	7	1
4/22/2020	Champaign	Ohio	39021	7	1
4/23/2020	Champaign	Ohio	39021	8	1
4/24/2020	Champaign	Ohio	39021	8	1
4/25/2020	Champaign	Ohio	39021	12	1
4/26/2020	Champaign	Ohio	39021	12	1
4/27/2020	Champaign	Ohio	39021	12	1
4/28/2020	Champaign	Ohio	39021	14	1
4/29/2020	Champaign	Ohio	39021	14	1
4/30/2020	Champaign	Ohio	39021	14	1
5/1/2020	Champaign	Ohio	39021	14	1
5/2/2020	Champaign	Ohio	39021	14	1
5/3/2020	Champaign	Ohio	39021	15	1
5/4/2020	Champaign	Ohio	39021	14	1
5/5/2020	Champaign	Ohio	39021	15	1
5/6/2020	Champaign	Ohio	39021	15	1
5/7/2020	Champaign	Ohio	39021	16	1
5/8/2020	Champaign	Ohio	39021	16	1
5/9/2020	Champaign	Ohio	39021	17	1
5/10/2020	Champaign	Ohio	39021	18	1
5/11/2020	Champaign	Ohio	39021	19	1
5/12/2020	Champaign	Ohio	39021	19	1
5/13/2020	Champaign	Ohio	39021	21	2
5/14/2020	Champaign	Ohio	39021	20	1
5/15/2020	Champaign	Ohio	39021	22	1
5/16/2020	Champaign	Ohio	39021	23	1
5/17/2020	Champaign	Ohio	39021	23	1
5/18/2020	Champaign	Ohio	39021	23	1
5/19/2020	Champaign	Ohio	39021	23	1
5/20/2020	Champaign	Ohio	39021	25	1
5/21/2020	Champaign	Ohio	39021	25	1
5/22/2020	Champaign	Ohio	39021	26	1
5/23/2020	Champaign	Ohio	39021	26	1
5/24/2020	Champaign	Ohio	39021	26	1
5/25/2020	Champaign	Ohio	39021	26	1
5/26/2020	Champaign	Ohio	39021	27	1
5/27/2020	Champaign	Ohio	39021	27	1
5/28/2020	Champaign	Ohio	39021	27	1
5/29/2020	Champaign	Ohio	39021	27	1
5/30/2020	Champaign	Ohio	39021	27	1
5/31/2020	Champaign	Ohio	39021	28	1
6/1/2020	Champaign	Ohio	39021	28	1
6/2/2020	Champaign	Ohio	39021	28	1
6/3/2020	Champaign	Ohio	39021	28	1
6/4/2020	Champaign	Ohio	39021	28	1
6/5/2020	Champaign	Ohio	39021	28	1
6/6/2020	Champaign	Ohio	39021	29	1
6/7/2020	Champaign	Ohio	39021	33	1
6/8/2020	Champaign	Ohio	39021	34	1
6/9/2020	Champaign	Ohio	39021	35	1
6/10/2020	Champaign	Ohio	39021	34	1
6/11/2020	Champaign	Ohio	39021	34	1
6/12/2020	Champaign	Ohio	39021	34	1
6/13/2020	Champaign	Ohio	39021	34	1
6/14/2020	Champaign	Ohio	39021	34	1
6/15/2020	Champaign	Ohio	39021	35	1
6/16/2020	Champaign	Ohio	39021	36	1
6/17/2020	Champaign	Ohio	39021	36	1
6/18/2020	Champaign	Ohio	39021	37	1
6/19/2020	Champaign	Ohio	39021	37	1
6/20/2020	Champaign	Ohio	39021	37	1
6/21/2020	Champaign	Ohio	39021	37	1
6/22/2020	Champaign	Ohio	39021	37	1
6/23/2020	Champaign	Ohio	39021	37	1
6/24/2020	Champaign	Ohio	39021	37	1
6/25/2020	Champaign	Ohio	39021	37	1
6/26/2020	Champaign	Ohio	39021	37	1
6/27/2020	Champaign	Ohio	39021	37	1
6/28/2020	Champaign	Ohio	39021	37	1
6/29/2020	Champaign	Ohio	39021	37	1
6/30/2020	Champaign	Ohio	39021	37	1
7/1/2020	Champaign	Ohio	39021	38	1
7/2/2020	Champaign	Ohio	39021	38	1
7/3/2020	Champaign	Ohio	39021	39	1
7/4/2020	Champaign	Ohio	39021	39	1
7/5/2020	Champaign	Ohio	39021	40	1
7/6/2020	Champaign	Ohio	39021	40	1
7/7/2020	Champaign	Ohio	39021	41	1
7/8/2020	Champaign	Ohio	39021	44	1
3/13/2020	Charlevoix	Michigan	26029	1	0
3/14/2020	Charlevoix	Michigan	26029	1	0
3/15/2020	Charlevoix	Michigan	26029	1	0
3/16/2020	Charlevoix	Michigan	26029	1	0
3/17/2020	Charlevoix	Michigan	26029	1	0
3/18/2020	Charlevoix	Michigan	26029	1	0
3/19/2020	Charlevoix	Michigan	26029	1	0
3/20/2020	Charlevoix	Michigan	26029	1	0
